spec	filterThreshold	supportedICs	percsupportedICs	tech	support
Hv3	2	112597	94.3537	all_pacBio+ONT_ICs	supported
Hv3	2	92796	73.2685	novel_ICs	supported
Hv3	2	8283	82.9212	novel_pacBioOnly_ICs	supported
Hv3	2	59153	66.8494	novel_ONTonly_ICs	supported
Hv3	2	25360	90.0057	novel_pacBio+ONT_ICs	supported
Hv3	2	35065	73.5331	intergenic_ICs	supported
Hv3	2	1607	72.4527	intergenic_pacBioOnly_ICs	supported
Hv3	2	25360	70.4347	intergenic_ONTonly_ICs	supported
Hv3	2	8098	85.5754	intergenic_pacBio+ONT_ICs	supported
Hv3	300	303849	64.8421	all_ICs	supported
Hv3	300	31471	76.6184	all_pacBioOnly_ICs	supported
Hv3	300	167326	54.2935	all_ONTonly_ICs	supported
Hv3	300	105052	88.0312	all_pacBio+ONT_ICs	supported
Hv3	300	67918	53.6257	novel_ICs	supported
Hv3	300	6681	66.8836	novel_pacBioOnly_ICs	supported
Hv3	300	39053	44.1342	novel_ONTonly_ICs	supported
Hv3	300	22184	78.7337	novel_pacBio+ONT_ICs	supported
Hv3	300	22896	48.0141	intergenic_ICs	supported
Hv3	300	959	43.2372	intergenic_pacBioOnly_ICs	supported
Hv3	300	15393	42.7524	intergenic_ONTonly_ICs	supported
Hv3	300	6544	69.1535	intergenic_pacBio+ONT_ICs	supported
Hv3	301	303720	64.8146	all_ICs	supported
Hv3	301	31462	76.5965	all_pacBioOnly_ICs	supported
Hv3	301	167224	54.2604	all_ONTonly_ICs	supported
Hv3	301	105034	88.0161	all_pacBio+ONT_ICs	supported
Hv3	301	67862	53.5815	novel_ICs	supported
Hv3	301	6673	66.8035	novel_pacBioOnly_ICs	supported
Hv3	301	39014	44.0901	novel_ONTonly_ICs	supported
Hv3	301	22175	78.7017	novel_pacBio+ONT_ICs	supported
Hv3	301	22870	47.9596	intergenic_ICs	supported
Hv3	301	957	43.147	intergenic_pacBioOnly_ICs	supported
Hv3	301	15372	42.6941	intergenic_ONTonly_ICs	supported
Hv3	301	6541	69.1218	intergenic_pacBio+ONT_ICs	supported
Hv3	302	303594	64.7877	all_ICs	supported
Hv3	302	31457	76.5843	all_pacBioOnly_ICs	supported
Hv3	302	167126	54.2286	all_ONTonly_ICs	supported
Hv3	302	105011	87.9968	all_pacBio+ONT_ICs	supported
Hv3	302	67829	53.5554	novel_ICs	supported
Hv3	302	6673	66.8035	novel_pacBioOnly_ICs	supported
Hv3	302	38989	44.0618	novel_ONTonly_ICs	supported
Hv3	302	22167	78.6733	novel_pacBio+ONT_ICs	supported
Hv3	302	22852	47.9218	intergenic_ICs	supported
Hv3	302	957	43.147	intergenic_pacBioOnly_ICs	supported
Hv3	302	15356	42.6496	intergenic_ONTonly_ICs	supported
Hv3	302	6539	69.1007	intergenic_pacBio+ONT_ICs	supported
Hv3	303	303501	64.7679	all_ICs	supported
Hv3	303	31450	76.5673	all_pacBioOnly_ICs	supported
Hv3	303	167051	54.2043	all_ONTonly_ICs	supported
Hv3	303	105000	87.9876	all_pacBio+ONT_ICs	supported
Hv3	303	67794	53.5278	novel_ICs	supported
Hv3	303	6671	66.7835	novel_pacBioOnly_ICs	supported
Hv3	303	38960	44.0291	novel_ONTonly_ICs	supported
Hv3	303	22163	78.6591	novel_pacBio+ONT_ICs	supported
Hv3	303	22837	47.8904	intergenic_ICs	supported
Hv3	303	956	43.1019	intergenic_pacBioOnly_ICs	supported
Hv3	303	15345	42.6191	intergenic_ONTonly_ICs	supported
Hv3	303	6536	69.069	intergenic_pacBio+ONT_ICs	supported
Hv3	304	303403	64.747	all_ICs	supported
Hv3	304	31438	76.538	all_pacBioOnly_ICs	supported
Hv3	304	166982	54.1819	all_ONTonly_ICs	supported
Hv3	304	104983	87.9734	all_pacBio+ONT_ICs	supported
Hv3	304	67758	53.4994	novel_ICs	supported
Hv3	304	6667	66.7434	novel_pacBioOnly_ICs	supported
Hv3	304	38936	44.0019	novel_ONTonly_ICs	supported
Hv3	304	22155	78.6307	novel_pacBio+ONT_ICs	supported
Hv3	304	22812	47.8379	intergenic_ICs	supported
Hv3	304	953	42.9666	intergenic_pacBioOnly_ICs	supported
Hv3	304	15329	42.5746	intergenic_ONTonly_ICs	supported
Hv3	304	6530	69.0056	intergenic_pacBio+ONT_ICs	supported
Hv3	305	303291	64.7231	all_ICs	supported
Hv3	305	31431	76.521	all_pacBioOnly_ICs	supported
Hv3	305	166890	54.152	all_ONTonly_ICs	supported
Hv3	305	104970	87.9625	all_pacBio+ONT_ICs	supported
Hv3	305	67722	53.4709	novel_ICs	supported
Hv3	305	6666	66.7334	novel_pacBioOnly_ICs	supported
Hv3	305	38906	43.968	novel_ONTonly_ICs	supported
Hv3	305	22150	78.613	novel_pacBio+ONT_ICs	supported
Hv3	305	22799	47.8107	intergenic_ICs	supported
Hv3	305	953	42.9666	intergenic_pacBioOnly_ICs	supported
Hv3	305	15318	42.5441	intergenic_ONTonly_ICs	supported
Hv3	305	6528	68.9845	intergenic_pacBio+ONT_ICs	supported
Hv3	306	303183	64.7	all_ICs	supported
Hv3	306	31425	76.5064	all_pacBioOnly_ICs	supported
Hv3	306	166806	54.1248	all_ONTonly_ICs	supported
Hv3	306	104952	87.9474	all_pacBio+ONT_ICs	supported
Hv3	306	67680	53.4378	novel_ICs	supported
Hv3	306	6664	66.7134	novel_pacBioOnly_ICs	supported
Hv3	306	38876	43.9341	novel_ONTonly_ICs	supported
Hv3	306	22140	78.5775	novel_pacBio+ONT_ICs	supported
Hv3	306	22779	47.7687	intergenic_ICs	supported
Hv3	306	953	42.9666	intergenic_pacBioOnly_ICs	supported
Hv3	306	15303	42.5024	intergenic_ONTonly_ICs	supported
Hv3	306	6523	68.9316	intergenic_pacBio+ONT_ICs	supported
Hv3	307	303098	64.6819	all_ICs	supported
Hv3	307	31417	76.4869	all_pacBioOnly_ICs	supported
Hv3	307	166741	54.1037	all_ONTonly_ICs	supported
Hv3	307	104940	87.9373	all_pacBio+ONT_ICs	supported
Hv3	307	67649	53.4133	novel_ICs	supported
Hv3	307	6663	66.7034	novel_pacBioOnly_ICs	supported
Hv3	307	38848	43.9025	novel_ONTonly_ICs	supported
Hv3	307	22138	78.5704	novel_pacBio+ONT_ICs	supported
Hv3	307	22763	47.7352	intergenic_ICs	supported
Hv3	307	952	42.9216	intergenic_pacBioOnly_ICs	supported
Hv3	307	15288	42.4608	intergenic_ONTonly_ICs	supported
Hv3	307	6523	68.9316	intergenic_pacBio+ONT_ICs	supported
Hv3	308	302977	64.6561	all_ICs	supported
Hv3	308	31404	76.4553	all_pacBioOnly_ICs	supported
Hv3	308	166654	54.0754	all_ONTonly_ICs	supported
Hv3	308	104919	87.9197	all_pacBio+ONT_ICs	supported
Hv3	308	67604	53.3778	novel_ICs	supported
Hv3	308	6660	66.6733	novel_pacBioOnly_ICs	supported
Hv3	308	38816	43.8663	novel_ONTonly_ICs	supported
Hv3	308	22128	78.5349	novel_pacBio+ONT_ICs	supported
Hv3	308	22737	47.6807	intergenic_ICs	supported
Hv3	308	951	42.8765	intergenic_pacBioOnly_ICs	supported
Hv3	308	15269	42.408	intergenic_ONTonly_ICs	supported
Hv3	308	6517	68.8682	intergenic_pacBio+ONT_ICs	supported
Hv3	309	302866	64.6324	all_ICs	supported
Hv3	309	31393	76.4285	all_pacBioOnly_ICs	supported
Hv3	309	166569	54.0479	all_ONTonly_ICs	supported
Hv3	309	104904	87.9072	all_pacBio+ONT_ICs	supported
Hv3	309	67566	53.3478	novel_ICs	supported
Hv3	309	6660	66.6733	novel_pacBioOnly_ICs	supported
Hv3	309	38787	43.8336	novel_ONTonly_ICs	supported
Hv3	309	22119	78.503	novel_pacBio+ONT_ICs	supported
Hv3	309	22714	47.6324	intergenic_ICs	supported
Hv3	309	951	42.8765	intergenic_pacBioOnly_ICs	supported
Hv3	309	15253	42.3636	intergenic_ONTonly_ICs	supported
Hv3	309	6510	68.7943	intergenic_pacBio+ONT_ICs	supported
Hv3	30	361756	77.1996	all_ICs	supported
Hv3	30	35673	86.8484	all_pacBioOnly_ICs	supported
Hv3	30	214492	69.5978	all_ONTonly_ICs	supported
Hv3	30	111591	93.5107	all_pacBio+ONT_ICs	supported
Hv3	30	89507	70.6716	novel_ICs	supported
Hv3	30	8071	80.7989	novel_pacBioOnly_ICs	supported
Hv3	30	56429	63.7709	novel_ONTonly_ICs	supported
Hv3	30	25007	88.7528	novel_pacBio+ONT_ICs	supported
Hv3	30	33756	70.7881	intergenic_ICs	supported
Hv3	30	1536	69.2516	intergenic_pacBioOnly_ICs	supported
Hv3	30	24255	67.3656	intergenic_ONTonly_ICs	supported
Hv3	30	7965	84.1699	intergenic_pacBio+ONT_ICs	supported
Hv3	310	302755	64.6087	all_ICs	supported
Hv3	310	31386	76.4114	all_pacBioOnly_ICs	supported
Hv3	310	166476	54.0177	all_ONTonly_ICs	supported
Hv3	310	104893	87.8979	all_pacBio+ONT_ICs	supported
Hv3	310	67527	53.317	novel_ICs	supported
Hv3	310	6659	66.6633	novel_pacBioOnly_ICs	supported
Hv3	310	38751	43.7929	novel_ONTonly_ICs	supported
Hv3	310	22117	78.4959	novel_pacBio+ONT_ICs	supported
Hv3	310	22697	47.5968	intergenic_ICs	supported
Hv3	310	951	42.8765	intergenic_pacBioOnly_ICs	supported
Hv3	310	15237	42.3191	intergenic_ONTonly_ICs	supported
Hv3	310	6509	68.7837	intergenic_pacBio+ONT_ICs	supported
Hv3	311	302648	64.5858	all_ICs	supported
Hv3	311	31376	76.3871	all_pacBioOnly_ICs	supported
Hv3	311	166396	53.9917	all_ONTonly_ICs	supported
Hv3	311	104876	87.8837	all_pacBio+ONT_ICs	supported
Hv3	311	67487	53.2854	novel_ICs	supported
Hv3	311	6656	66.6333	novel_pacBioOnly_ICs	supported
Hv3	311	38722	43.7601	novel_ONTonly_ICs	supported
Hv3	311	22109	78.4675	novel_pacBio+ONT_ICs	supported
Hv3	311	22676	47.5527	intergenic_ICs	supported
Hv3	311	950	42.8314	intergenic_pacBioOnly_ICs	supported
Hv3	311	15220	42.2719	intergenic_ONTonly_ICs	supported
Hv3	311	6506	68.752	intergenic_pacBio+ONT_ICs	supported
Hv3	312	302535	64.5617	all_ICs	supported
Hv3	312	31366	76.3628	all_pacBioOnly_ICs	supported
Hv3	312	166313	53.9648	all_ONTonly_ICs	supported
Hv3	312	104856	87.8669	all_pacBio+ONT_ICs	supported
Hv3	312	67447	53.2538	novel_ICs	supported
Hv3	312	6654	66.6133	novel_pacBioOnly_ICs	supported
Hv3	312	38693	43.7273	novel_ONTonly_ICs	supported
Hv3	312	22100	78.4355	novel_pacBio+ONT_ICs	supported
Hv3	312	22657	47.5129	intergenic_ICs	supported
Hv3	312	948	42.7412	intergenic_pacBioOnly_ICs	supported
Hv3	312	15207	42.2358	intergenic_ONTonly_ICs	supported
Hv3	312	6502	68.7097	intergenic_pacBio+ONT_ICs	supported
Hv3	313	302447	64.543	all_ICs	supported
Hv3	313	31363	76.3554	all_pacBioOnly_ICs	supported
Hv3	313	166242	53.9417	all_ONTonly_ICs	supported
Hv3	313	104842	87.8552	all_pacBio+ONT_ICs	supported
Hv3	313	67406	53.2214	novel_ICs	supported
Hv3	313	6651	66.5832	novel_pacBioOnly_ICs	supported
Hv3	313	38659	43.6889	novel_ONTonly_ICs	supported
Hv3	313	22096	78.4214	novel_pacBio+ONT_ICs	supported
Hv3	313	22641	47.4793	intergenic_ICs	supported
Hv3	313	946	42.651	intergenic_pacBioOnly_ICs	supported
Hv3	313	15196	42.2052	intergenic_ONTonly_ICs	supported
Hv3	313	6499	68.678	intergenic_pacBio+ONT_ICs	supported
Hv3	314	302325	64.5169	all_ICs	supported
Hv3	314	31358	76.3433	all_pacBioOnly_ICs	supported
Hv3	314	166139	53.9083	all_ONTonly_ICs	supported
Hv3	314	104828	87.8435	all_pacBio+ONT_ICs	supported
Hv3	314	67365	53.1891	novel_ICs	supported
Hv3	314	6650	66.5732	novel_pacBioOnly_ICs	supported
Hv3	314	38626	43.6516	novel_ONTonly_ICs	supported
Hv3	314	22089	78.3965	novel_pacBio+ONT_ICs	supported
Hv3	314	22625	47.4458	intergenic_ICs	supported
Hv3	314	946	42.651	intergenic_pacBioOnly_ICs	supported
Hv3	314	15182	42.1664	intergenic_ONTonly_ICs	supported
Hv3	314	6497	68.6569	intergenic_pacBio+ONT_ICs	supported
Hv3	315	302220	64.4945	all_ICs	supported
Hv3	315	31354	76.3335	all_pacBioOnly_ICs	supported
Hv3	315	166052	53.8801	all_ONTonly_ICs	supported
Hv3	315	104814	87.8317	all_pacBio+ONT_ICs	supported
Hv3	315	67324	53.1567	novel_ICs	supported
Hv3	315	6650	66.5732	novel_pacBioOnly_ICs	supported
Hv3	315	38593	43.6143	novel_ONTonly_ICs	supported
Hv3	315	22081	78.3681	novel_pacBio+ONT_ICs	supported
Hv3	315	22601	47.3955	intergenic_ICs	supported
Hv3	315	946	42.651	intergenic_pacBioOnly_ICs	supported
Hv3	315	15162	42.1108	intergenic_ONTonly_ICs	supported
Hv3	315	6493	68.6146	intergenic_pacBio+ONT_ICs	supported
Hv3	316	302087	64.4661	all_ICs	supported
Hv3	316	31346	76.3141	all_pacBioOnly_ICs	supported
Hv3	316	165952	53.8477	all_ONTonly_ICs	supported
Hv3	316	104789	87.8108	all_pacBio+ONT_ICs	supported
Hv3	316	67272	53.1156	novel_ICs	supported
Hv3	316	6647	66.5432	novel_pacBioOnly_ICs	supported
Hv3	316	38554	43.5702	novel_ONTonly_ICs	supported
Hv3	316	22071	78.3326	novel_pacBio+ONT_ICs	supported
Hv3	316	22573	47.3367	intergenic_ICs	supported
Hv3	316	945	42.606	intergenic_pacBioOnly_ICs	supported
Hv3	316	15140	42.0497	intergenic_ONTonly_ICs	supported
Hv3	316	6488	68.5618	intergenic_pacBio+ONT_ICs	supported
Hv3	317	301957	64.4384	all_ICs	supported
Hv3	317	31334	76.2848	all_pacBioOnly_ICs	supported
Hv3	317	165862	53.8184	all_ONTonly_ICs	supported
Hv3	317	104761	87.7873	all_pacBio+ONT_ICs	supported
Hv3	317	67210	53.0667	novel_ICs	supported
Hv3	317	6643	66.5032	novel_pacBioOnly_ICs	supported
Hv3	317	38513	43.5239	novel_ONTonly_ICs	supported
Hv3	317	22054	78.2723	novel_pacBio+ONT_ICs	supported
Hv3	317	22545	47.278	intergenic_ICs	supported
Hv3	317	943	42.5158	intergenic_pacBioOnly_ICs	supported
Hv3	317	15122	41.9997	intergenic_ONTonly_ICs	supported
Hv3	317	6480	68.4772	intergenic_pacBio+ONT_ICs	supported
Hv3	318	301873	64.4205	all_ICs	supported
Hv3	318	31329	76.2727	all_pacBioOnly_ICs	supported
Hv3	318	165790	53.7951	all_ONTonly_ICs	supported
Hv3	318	104754	87.7815	all_pacBio+ONT_ICs	supported
Hv3	318	67179	53.0422	novel_ICs	supported
Hv3	318	6642	66.4931	novel_pacBioOnly_ICs	supported
Hv3	318	38486	43.4934	novel_ONTonly_ICs	supported
Hv3	318	22051	78.2616	novel_pacBio+ONT_ICs	supported
Hv3	318	22529	47.2445	intergenic_ICs	supported
Hv3	318	943	42.5158	intergenic_pacBioOnly_ICs	supported
Hv3	318	15109	41.9636	intergenic_ONTonly_ICs	supported
Hv3	318	6477	68.4455	intergenic_pacBio+ONT_ICs	supported
Hv3	319	301764	64.3972	all_ICs	supported
Hv3	319	31322	76.2556	all_pacBioOnly_ICs	supported
Hv3	319	165701	53.7662	all_ONTonly_ICs	supported
Hv3	319	104741	87.7706	all_pacBio+ONT_ICs	supported
Hv3	319	67140	53.0114	novel_ICs	supported
Hv3	319	6639	66.4631	novel_pacBioOnly_ICs	supported
Hv3	319	38457	43.4606	novel_ONTonly_ICs	supported
Hv3	319	22044	78.2368	novel_pacBio+ONT_ICs	supported
Hv3	319	22512	47.2088	intergenic_ICs	supported
Hv3	319	942	42.4707	intergenic_pacBioOnly_ICs	supported
Hv3	319	15095	41.9247	intergenic_ONTonly_ICs	supported
Hv3	319	6475	68.4244	intergenic_pacBio+ONT_ICs	supported
Hv3	31	361173	77.0752	all_ICs	supported
Hv3	31	35614	86.7048	all_pacBioOnly_ICs	supported
Hv3	31	214014	69.4427	all_ONTonly_ICs	supported
Hv3	31	111545	93.4722	all_pacBio+ONT_ICs	supported
Hv3	31	89311	70.5168	novel_ICs	supported
Hv3	31	8056	80.6487	novel_pacBioOnly_ICs	supported
Hv3	31	56262	63.5822	novel_ONTonly_ICs	supported
Hv3	31	24993	88.7032	novel_pacBio+ONT_ICs	supported
Hv3	31	33657	70.5805	intergenic_ICs	supported
Hv3	31	1529	68.936	intergenic_pacBioOnly_ICs	supported
Hv3	31	24170	67.1296	intergenic_ONTonly_ICs	supported
Hv3	31	7958	84.096	intergenic_pacBio+ONT_ICs	supported
Hv3	320	301650	64.3729	all_ICs	supported
Hv3	320	31316	76.241	all_pacBioOnly_ICs	supported
Hv3	320	165609	53.7364	all_ONTonly_ICs	supported
Hv3	320	104725	87.7572	all_pacBio+ONT_ICs	supported
Hv3	320	67089	52.9711	novel_ICs	supported
Hv3	320	6638	66.4531	novel_pacBioOnly_ICs	supported
Hv3	320	38415	43.4132	novel_ONTonly_ICs	supported
Hv3	320	22036	78.2084	novel_pacBio+ONT_ICs	supported
Hv3	320	22480	47.1417	intergenic_ICs	supported
Hv3	320	941	42.4256	intergenic_pacBioOnly_ICs	supported
Hv3	320	15070	41.8553	intergenic_ONTonly_ICs	supported
Hv3	320	6469	68.361	intergenic_pacBio+ONT_ICs	supported
Hv3	321	301539	64.3492	all_ICs	supported
Hv3	321	31308	76.2215	all_pacBioOnly_ICs	supported
Hv3	321	165521	53.7078	all_ONTonly_ICs	supported
Hv3	321	104710	87.7446	all_pacBio+ONT_ICs	supported
Hv3	321	67052	52.9419	novel_ICs	supported
Hv3	321	6635	66.4231	novel_pacBioOnly_ICs	supported
Hv3	321	38386	43.3804	novel_ONTonly_ICs	supported
Hv3	321	22031	78.1907	novel_pacBio+ONT_ICs	supported
Hv3	321	22461	47.1019	intergenic_ICs	supported
Hv3	321	941	42.4256	intergenic_pacBioOnly_ICs	supported
Hv3	321	15055	41.8136	intergenic_ONTonly_ICs	supported
Hv3	321	6465	68.3187	intergenic_pacBio+ONT_ICs	supported
Hv3	322	301454	64.331	all_ICs	supported
Hv3	322	31304	76.2118	all_pacBioOnly_ICs	supported
Hv3	322	165456	53.6867	all_ONTonly_ICs	supported
Hv3	322	104694	87.7312	all_pacBio+ONT_ICs	supported
Hv3	322	67027	52.9222	novel_ICs	supported
Hv3	322	6635	66.4231	novel_pacBioOnly_ICs	supported
Hv3	322	38368	43.36	novel_ONTonly_ICs	supported
Hv3	322	22024	78.1658	novel_pacBio+ONT_ICs	supported
Hv3	322	22445	47.0683	intergenic_ICs	supported
Hv3	322	941	42.4256	intergenic_pacBioOnly_ICs	supported
Hv3	322	15045	41.7859	intergenic_ONTonly_ICs	supported
Hv3	322	6459	68.2553	intergenic_pacBio+ONT_ICs	supported
Hv3	323	301358	64.3106	all_ICs	supported
Hv3	323	31296	76.1923	all_pacBioOnly_ICs	supported
Hv3	323	165381	53.6624	all_ONTonly_ICs	supported
Hv3	323	104681	87.7203	all_pacBio+ONT_ICs	supported
Hv3	323	66998	52.8993	novel_ICs	supported
Hv3	323	6634	66.4131	novel_pacBioOnly_ICs	supported
Hv3	323	38343	43.3318	novel_ONTonly_ICs	supported
Hv3	323	22021	78.1552	novel_pacBio+ONT_ICs	supported
Hv3	323	22434	47.0453	intergenic_ICs	supported
Hv3	323	940	42.3805	intergenic_pacBioOnly_ICs	supported
Hv3	323	15035	41.7581	intergenic_ONTonly_ICs	supported
Hv3	323	6459	68.2553	intergenic_pacBio+ONT_ICs	supported
Hv3	324	301251	64.2877	all_ICs	supported
Hv3	324	31289	76.1753	all_pacBioOnly_ICs	supported
Hv3	324	165294	53.6341	all_ONTonly_ICs	supported
Hv3	324	104668	87.7094	all_pacBio+ONT_ICs	supported
Hv3	324	66959	52.8685	novel_ICs	supported
Hv3	324	6631	66.383	novel_pacBioOnly_ICs	supported
Hv3	324	38311	43.2956	novel_ONTonly_ICs	supported
Hv3	324	22017	78.141	novel_pacBio+ONT_ICs	supported
Hv3	324	22413	47.0012	intergenic_ICs	supported
Hv3	324	938	42.2904	intergenic_pacBioOnly_ICs	supported
Hv3	324	15016	41.7053	intergenic_ONTonly_ICs	supported
Hv3	324	6459	68.2553	intergenic_pacBio+ONT_ICs	supported
Hv3	325	301126	64.2611	all_ICs	supported
Hv3	325	31281	76.1558	all_pacBioOnly_ICs	supported
Hv3	325	165195	53.602	all_ONTonly_ICs	supported
Hv3	325	104650	87.6943	all_pacBio+ONT_ICs	supported
Hv3	325	66910	52.8298	novel_ICs	supported
Hv3	325	6628	66.353	novel_pacBioOnly_ICs	supported
Hv3	325	38269	43.2482	novel_ONTonly_ICs	supported
Hv3	325	22013	78.1268	novel_pacBio+ONT_ICs	supported
Hv3	325	22388	46.9488	intergenic_ICs	supported
Hv3	325	936	42.2002	intergenic_pacBioOnly_ICs	supported
Hv3	325	14995	41.647	intergenic_ONTonly_ICs	supported
Hv3	325	6457	68.2342	intergenic_pacBio+ONT_ICs	supported
Hv3	326	301004	64.235	all_ICs	supported
Hv3	326	31270	76.129	all_pacBioOnly_ICs	supported
Hv3	326	165102	53.5718	all_ONTonly_ICs	supported
Hv3	326	104632	87.6792	all_pacBio+ONT_ICs	supported
Hv3	326	66861	52.7911	novel_ICs	supported
Hv3	326	6625	66.323	novel_pacBioOnly_ICs	supported
Hv3	326	38231	43.2052	novel_ONTonly_ICs	supported
Hv3	326	22005	78.0984	novel_pacBio+ONT_ICs	supported
Hv3	326	22366	46.9027	intergenic_ICs	supported
Hv3	326	936	42.2002	intergenic_pacBioOnly_ICs	supported
Hv3	326	14977	41.597	intergenic_ONTonly_ICs	supported
Hv3	326	6453	68.1919	intergenic_pacBio+ONT_ICs	supported
Hv3	327	300906	64.2141	all_ICs	supported
Hv3	327	31265	76.1169	all_pacBioOnly_ICs	supported
Hv3	327	165030	53.5485	all_ONTonly_ICs	supported
Hv3	327	104611	87.6616	all_pacBio+ONT_ICs	supported
Hv3	327	66826	52.7635	novel_ICs	supported
Hv3	327	6624	66.3129	novel_pacBioOnly_ICs	supported
Hv3	327	38206	43.177	novel_ONTonly_ICs	supported
Hv3	327	21996	78.0664	novel_pacBio+ONT_ICs	supported
Hv3	327	22348	46.8649	intergenic_ICs	supported
Hv3	327	936	42.2002	intergenic_pacBioOnly_ICs	supported
Hv3	327	14963	41.5581	intergenic_ONTonly_ICs	supported
Hv3	327	6449	68.1496	intergenic_pacBio+ONT_ICs	supported
Hv3	328	300798	64.1911	all_ICs	supported
Hv3	328	31257	76.0974	all_pacBioOnly_ICs	supported
Hv3	328	164947	53.5216	all_ONTonly_ICs	supported
Hv3	328	104594	87.6474	all_pacBio+ONT_ICs	supported
Hv3	328	66789	52.7343	novel_ICs	supported
Hv3	328	6621	66.2829	novel_pacBioOnly_ICs	supported
Hv3	328	38179	43.1465	novel_ONTonly_ICs	supported
Hv3	328	21989	78.0416	novel_pacBio+ONT_ICs	supported
Hv3	328	22330	46.8272	intergenic_ICs	supported
Hv3	328	934	42.11	intergenic_pacBioOnly_ICs	supported
Hv3	328	14950	41.522	intergenic_ONTonly_ICs	supported
Hv3	328	6446	68.1179	intergenic_pacBio+ONT_ICs	supported
Hv3	329	300735	64.1776	all_ICs	supported
Hv3	329	31249	76.0779	all_pacBioOnly_ICs	supported
Hv3	329	164898	53.5057	all_ONTonly_ICs	supported
Hv3	329	104588	87.6424	all_pacBio+ONT_ICs	supported
Hv3	329	66767	52.7169	novel_ICs	supported
Hv3	329	6620	66.2729	novel_pacBioOnly_ICs	supported
Hv3	329	38161	43.1261	novel_ONTonly_ICs	supported
Hv3	329	21986	78.0309	novel_pacBio+ONT_ICs	supported
Hv3	329	22322	46.8104	intergenic_ICs	supported
Hv3	329	934	42.11	intergenic_pacBioOnly_ICs	supported
Hv3	329	14943	41.5026	intergenic_ONTonly_ICs	supported
Hv3	329	6445	68.1074	intergenic_pacBio+ONT_ICs	supported
Hv3	32	360573	76.9472	all_ICs	supported
Hv3	32	35578	86.6172	all_pacBioOnly_ICs	supported
Hv3	32	213496	69.2746	all_ONTonly_ICs	supported
Hv3	32	111499	93.4336	all_pacBio+ONT_ICs	supported
Hv3	32	89103	70.3526	novel_ICs	supported
Hv3	32	8046	80.5486	novel_pacBioOnly_ICs	supported
Hv3	32	56083	63.3799	novel_ONTonly_ICs	supported
Hv3	32	24974	88.6357	novel_pacBio+ONT_ICs	supported
Hv3	32	33564	70.3854	intergenic_ICs	supported
Hv3	32	1527	68.8458	intergenic_pacBioOnly_ICs	supported
Hv3	32	24086	66.8963	intergenic_ONTonly_ICs	supported
Hv3	32	7951	84.022	intergenic_pacBio+ONT_ICs	supported
Hv3	330	300633	64.1558	all_ICs	supported
Hv3	330	31242	76.0609	all_pacBioOnly_ICs	supported
Hv3	330	164818	53.4797	all_ONTonly_ICs	supported
Hv3	330	104573	87.6298	all_pacBio+ONT_ICs	supported
Hv3	330	66720	52.6798	novel_ICs	supported
Hv3	330	6619	66.2629	novel_pacBioOnly_ICs	supported
Hv3	330	38125	43.0854	novel_ONTonly_ICs	supported
Hv3	330	21976	77.9955	novel_pacBio+ONT_ICs	supported
Hv3	330	22290	46.7433	intergenic_ICs	supported
Hv3	330	933	42.0649	intergenic_pacBioOnly_ICs	supported
Hv3	330	14922	41.4442	intergenic_ONTonly_ICs	supported
Hv3	330	6435	68.0017	intergenic_pacBio+ONT_ICs	supported
Hv3	331	300537	64.1354	all_ICs	supported
Hv3	331	31240	76.056	all_pacBioOnly_ICs	supported
Hv3	331	164741	53.4547	all_ONTonly_ICs	supported
Hv3	331	104556	87.6155	all_pacBio+ONT_ICs	supported
Hv3	331	66689	52.6553	novel_ICs	supported
Hv3	331	6619	66.2629	novel_pacBioOnly_ICs	supported
Hv3	331	38104	43.0617	novel_ONTonly_ICs	supported
Hv3	331	21966	77.96	novel_pacBio+ONT_ICs	supported
Hv3	331	22271	46.7034	intergenic_ICs	supported
Hv3	331	933	42.0649	intergenic_pacBioOnly_ICs	supported
Hv3	331	14909	41.4081	intergenic_ONTonly_ICs	supported
Hv3	331	6429	67.9383	intergenic_pacBio+ONT_ICs	supported
Hv3	332	300432	64.1129	all_ICs	supported
Hv3	332	31235	76.0438	all_pacBioOnly_ICs	supported
Hv3	332	164661	53.4288	all_ONTonly_ICs	supported
Hv3	332	104536	87.5988	all_pacBio+ONT_ICs	supported
Hv3	332	66652	52.6261	novel_ICs	supported
Hv3	332	6617	66.2429	novel_pacBioOnly_ICs	supported
Hv3	332	38078	43.0323	novel_ONTonly_ICs	supported
Hv3	332	21957	77.928	novel_pacBio+ONT_ICs	supported
Hv3	332	22256	46.672	intergenic_ICs	supported
Hv3	332	932	42.0198	intergenic_pacBioOnly_ICs	supported
Hv3	332	14901	41.3859	intergenic_ONTonly_ICs	supported
Hv3	332	6423	67.8749	intergenic_pacBio+ONT_ICs	supported
Hv3	333	300319	64.0888	all_ICs	supported
Hv3	333	31227	76.0243	all_pacBioOnly_ICs	supported
Hv3	333	164577	53.4015	all_ONTonly_ICs	supported
Hv3	333	104515	87.5812	all_pacBio+ONT_ICs	supported
Hv3	333	66605	52.589	novel_ICs	supported
Hv3	333	6614	66.2128	novel_pacBioOnly_ICs	supported
Hv3	333	38042	42.9916	novel_ONTonly_ICs	supported
Hv3	333	21949	77.8996	novel_pacBio+ONT_ICs	supported
Hv3	333	22235	46.6279	intergenic_ICs	supported
Hv3	333	931	41.9748	intergenic_pacBioOnly_ICs	supported
