spec	filterThreshold	supportedICs	percsupportedICs	tech	support
Hv3	217	42092	47.5686	novel_ONTonly_ICs	supported
Hv3	217	22811	80.959	novel_pacBio+ONT_ICs	supported
Hv3	217	24869	52.1516	intergenic_ICs	supported
Hv3	217	1059	47.7457	intergenic_pacBioOnly_ICs	supported
Hv3	217	16959	47.1018	intergenic_ONTonly_ICs	supported
Hv3	217	6851	72.3978	intergenic_pacBio+ONT_ICs	supported
Hv3	218	314067	67.0227	all_ICs	supported
Hv3	218	32331	78.7121	all_pacBioOnly_ICs	supported
Hv3	218	175247	56.8637	all_ONTonly_ICs	supported
Hv3	218	106489	89.2353	all_pacBio+ONT_ICs	supported
Hv3	218	71792	56.6845	novel_ICs	supported
Hv3	218	6940	69.4764	novel_pacBioOnly_ICs	supported
Hv3	218	42049	47.52	novel_ONTonly_ICs	supported
Hv3	218	22803	80.9306	novel_pacBio+ONT_ICs	supported
Hv3	218	24840	52.0908	intergenic_ICs	supported
Hv3	218	1058	47.7006	intergenic_pacBioOnly_ICs	supported
Hv3	218	16937	47.0407	intergenic_ONTonly_ICs	supported
Hv3	218	6845	72.3344	intergenic_pacBio+ONT_ICs	supported
Hv3	219	313926	66.9926	all_ICs	supported
Hv3	219	32321	78.6878	all_pacBioOnly_ICs	supported
Hv3	219	175135	56.8273	all_ONTonly_ICs	supported
Hv3	219	106470	89.2194	all_pacBio+ONT_ICs	supported
Hv3	219	71727	56.6331	novel_ICs	supported
Hv3	219	6936	69.4364	novel_pacBioOnly_ICs	supported
Hv3	219	41995	47.4589	novel_ONTonly_ICs	supported
Hv3	219	22796	80.9057	novel_pacBio+ONT_ICs	supported
Hv3	219	24810	52.0278	intergenic_ICs	supported
Hv3	219	1057	47.6555	intergenic_pacBioOnly_ICs	supported
Hv3	219	16911	46.9685	intergenic_ONTonly_ICs	supported
Hv3	219	6842	72.3027	intergenic_pacBio+ONT_ICs	supported
Hv3	21	368023	78.537	all_ICs	supported
Hv3	21	36079	87.8369	all_pacBioOnly_ICs	supported
Hv3	21	219850	71.3363	all_ONTonly_ICs	supported
Hv3	21	112094	93.9322	all_pacBio+ONT_ICs	supported
Hv3	21	91542	72.2784	novel_ICs	supported
Hv3	21	8197	82.0603	novel_pacBioOnly_ICs	supported
Hv3	21	58137	65.7012	novel_ONTonly_ICs	supported
Hv3	21	25208	89.4662	novel_pacBio+ONT_ICs	supported
Hv3	21	34731	72.8327	intergenic_ICs	supported
Hv3	21	1588	71.596	intergenic_pacBioOnly_ICs	supported
Hv3	21	25079	69.6542	intergenic_ONTonly_ICs	supported
Hv3	21	8064	85.2161	intergenic_pacBio+ONT_ICs	supported
Hv3	220	313792	66.964	all_ICs	supported
Hv3	220	32315	78.6732	all_pacBioOnly_ICs	supported
Hv3	220	175022	56.7907	all_ONTonly_ICs	supported
Hv3	220	106455	89.2069	all_pacBio+ONT_ICs	supported
Hv3	220	71663	56.5826	novel_ICs	supported
Hv3	220	6933	69.4063	novel_pacBioOnly_ICs	supported
Hv3	220	41940	47.3968	novel_ONTonly_ICs	supported
Hv3	220	22790	80.8844	novel_pacBio+ONT_ICs	supported
Hv3	220	24780	51.9649	intergenic_ICs	supported
Hv3	220	1056	47.6105	intergenic_pacBioOnly_ICs	supported
Hv3	220	16883	46.8907	intergenic_ONTonly_ICs	supported
Hv3	220	6841	72.2921	intergenic_pacBio+ONT_ICs	supported
Hv3	221	313663	66.9365	all_ICs	supported
Hv3	221	32305	78.6488	all_pacBioOnly_ICs	supported
Hv3	221	174917	56.7566	all_ONTonly_ICs	supported
Hv3	221	106441	89.1951	all_pacBio+ONT_ICs	supported
Hv3	221	71603	56.5352	novel_ICs	supported
Hv3	221	6929	69.3663	novel_pacBioOnly_ICs	supported
Hv3	221	41893	47.3437	novel_ONTonly_ICs	supported
Hv3	221	22781	80.8525	novel_pacBio+ONT_ICs	supported
Hv3	221	24741	51.8832	intergenic_ICs	supported
Hv3	221	1054	47.5203	intergenic_pacBioOnly_ICs	supported
Hv3	221	16854	46.8102	intergenic_ONTonly_ICs	supported
Hv3	221	6833	72.2075	intergenic_pacBio+ONT_ICs	supported
Hv3	222	313520	66.906	all_ICs	supported
Hv3	222	32294	78.622	all_pacBioOnly_ICs	supported
Hv3	222	174804	56.7199	all_ONTonly_ICs	supported
Hv3	222	106422	89.1792	all_pacBio+ONT_ICs	supported
Hv3	222	71549	56.4926	novel_ICs	supported
Hv3	222	6925	69.3263	novel_pacBioOnly_ICs	supported
Hv3	222	41851	47.2962	novel_ONTonly_ICs	supported
Hv3	222	22773	80.8241	novel_pacBio+ONT_ICs	supported
Hv3	222	24712	51.8223	intergenic_ICs	supported
Hv3	222	1053	47.4752	intergenic_pacBioOnly_ICs	supported
Hv3	222	16829	46.7407	intergenic_ONTonly_ICs	supported
Hv3	222	6830	72.1758	intergenic_pacBio+ONT_ICs	supported
Hv3	223	313378	66.8757	all_ICs	supported
Hv3	223	32281	78.5904	all_pacBioOnly_ICs	supported
Hv3	223	174694	56.6842	all_ONTonly_ICs	supported
Hv3	223	106403	89.1633	all_pacBio+ONT_ICs	supported
Hv3	223	71508	56.4602	novel_ICs	supported
Hv3	223	6923	69.3062	novel_pacBioOnly_ICs	supported
Hv3	223	41820	47.2612	novel_ONTonly_ICs	supported
Hv3	223	22765	80.7957	novel_pacBio+ONT_ICs	supported
Hv3	223	24690	51.7762	intergenic_ICs	supported
Hv3	223	1053	47.4752	intergenic_pacBioOnly_ICs	supported
Hv3	223	16809	46.6852	intergenic_ONTonly_ICs	supported
Hv3	223	6828	72.1547	intergenic_pacBio+ONT_ICs	supported
Hv3	224	313234	66.8449	all_ICs	supported
Hv3	224	32275	78.5758	all_pacBioOnly_ICs	supported
Hv3	224	174574	56.6453	all_ONTonly_ICs	supported
Hv3	224	106385	89.1482	all_pacBio+ONT_ICs	supported
Hv3	224	71456	56.4192	novel_ICs	supported
Hv3	224	6921	69.2862	novel_pacBioOnly_ICs	supported
Hv3	224	41779	47.2148	novel_ONTonly_ICs	supported
Hv3	224	22756	80.7638	novel_pacBio+ONT_ICs	supported
Hv3	224	24664	51.7217	intergenic_ICs	supported
Hv3	224	1051	47.385	intergenic_pacBioOnly_ICs	supported
Hv3	224	16789	46.6296	intergenic_ONTonly_ICs	supported
Hv3	224	6824	72.1124	intergenic_pacBio+ONT_ICs	supported
Hv3	225	313112	66.8189	all_ICs	supported
Hv3	225	32270	78.5636	all_pacBioOnly_ICs	supported
Hv3	225	174477	56.6138	all_ONTonly_ICs	supported
Hv3	225	106365	89.1314	all_pacBio+ONT_ICs	supported
Hv3	225	71408	56.3813	novel_ICs	supported
Hv3	225	6919	69.2662	novel_pacBioOnly_ICs	supported
Hv3	225	41738	47.1685	novel_ONTonly_ICs	supported
Hv3	225	22751	80.746	novel_pacBio+ONT_ICs	supported
Hv3	225	24637	51.6651	intergenic_ICs	supported
Hv3	225	1051	47.385	intergenic_pacBioOnly_ICs	supported
Hv3	225	16764	46.5602	intergenic_ONTonly_ICs	supported
Hv3	225	6822	72.0913	intergenic_pacBio+ONT_ICs	supported
Hv3	226	312990	66.7929	all_ICs	supported
Hv3	226	32262	78.5441	all_pacBioOnly_ICs	supported
Hv3	226	174383	56.5833	all_ONTonly_ICs	supported
Hv3	226	106345	89.1147	all_pacBio+ONT_ICs	supported
Hv3	226	71358	56.3418	novel_ICs	supported
Hv3	226	6916	69.2362	novel_pacBioOnly_ICs	supported
Hv3	226	41700	47.1256	novel_ONTonly_ICs	supported
Hv3	226	22742	80.7141	novel_pacBio+ONT_ICs	supported
Hv3	226	24614	51.6168	intergenic_ICs	supported
Hv3	226	1051	47.385	intergenic_pacBioOnly_ICs	supported
Hv3	226	16745	46.5074	intergenic_ONTonly_ICs	supported
Hv3	226	6818	72.049	intergenic_pacBio+ONT_ICs	supported
Hv3	227	312837	66.7602	all_ICs	supported
Hv3	227	32255	78.5271	all_pacBioOnly_ICs	supported
Hv3	227	174255	56.5418	all_ONTonly_ICs	supported
Hv3	227	106327	89.0996	all_pacBio+ONT_ICs	supported
Hv3	227	71289	56.2873	novel_ICs	supported
Hv3	227	6915	69.2261	novel_pacBioOnly_ICs	supported
Hv3	227	41641	47.0589	novel_ONTonly_ICs	supported
Hv3	227	22733	80.6821	novel_pacBio+ONT_ICs	supported
Hv3	227	24581	51.5476	intergenic_ICs	supported
Hv3	227	1051	47.385	intergenic_pacBioOnly_ICs	supported
Hv3	227	16716	46.4269	intergenic_ONTonly_ICs	supported
Hv3	227	6814	72.0068	intergenic_pacBio+ONT_ICs	supported
Hv3	228	312666	66.7237	all_ICs	supported
Hv3	228	32243	78.4979	all_pacBioOnly_ICs	supported
Hv3	228	174122	56.4986	all_ONTonly_ICs	supported
Hv3	228	106301	89.0778	all_pacBio+ONT_ICs	supported
Hv3	228	71229	56.2399	novel_ICs	supported
Hv3	228	6912	69.1961	novel_pacBioOnly_ICs	supported
Hv3	228	41597	47.0092	novel_ONTonly_ICs	supported
Hv3	228	22720	80.636	novel_pacBio+ONT_ICs	supported
Hv3	228	24550	51.4826	intergenic_ICs	supported
Hv3	228	1049	47.2949	intergenic_pacBioOnly_ICs	supported
Hv3	228	16694	46.3658	intergenic_ONTonly_ICs	supported
Hv3	228	6807	71.9328	intergenic_pacBio+ONT_ICs	supported
Hv3	229	312529	66.6945	all_ICs	supported
Hv3	229	32233	78.4735	all_pacBioOnly_ICs	supported
Hv3	229	174011	56.4626	all_ONTonly_ICs	supported
Hv3	229	106285	89.0644	all_pacBio+ONT_ICs	supported
Hv3	229	71181	56.202	novel_ICs	supported
Hv3	229	6907	69.1461	novel_pacBioOnly_ICs	supported
Hv3	229	41563	46.9707	novel_ONTonly_ICs	supported
Hv3	229	22711	80.6041	novel_pacBio+ONT_ICs	supported
Hv3	229	24529	51.4386	intergenic_ICs	supported
Hv3	229	1045	47.1145	intergenic_pacBioOnly_ICs	supported
Hv3	229	16682	46.3325	intergenic_ONTonly_ICs	supported
Hv3	229	6802	71.88	intergenic_pacBio+ONT_ICs	supported
Hv3	22	367255	78.3731	all_ICs	supported
Hv3	22	36033	87.7249	all_pacBioOnly_ICs	supported
Hv3	22	219196	71.1241	all_ONTonly_ICs	supported
Hv3	22	112026	93.8752	all_pacBio+ONT_ICs	supported
Hv3	22	91286	72.0762	novel_ICs	supported
Hv3	22	8180	81.8901	novel_pacBioOnly_ICs	supported
Hv3	22	57928	65.465	novel_ONTonly_ICs	supported
Hv3	22	25178	89.3597	novel_pacBio+ONT_ICs	supported
Hv3	22	34612	72.5831	intergenic_ICs	supported
Hv3	22	1579	71.1903	intergenic_pacBioOnly_ICs	supported
Hv3	22	24983	69.3876	intergenic_ONTonly_ICs	supported
Hv3	22	8050	85.0682	intergenic_pacBio+ONT_ICs	supported
Hv3	230	312399	66.6667	all_ICs	supported
Hv3	230	32227	78.4589	all_pacBioOnly_ICs	supported
Hv3	230	173909	56.4295	all_ONTonly_ICs	supported
Hv3	230	106263	89.046	all_pacBio+ONT_ICs	supported
Hv3	230	71122	56.1554	novel_ICs	supported
Hv3	230	6904	69.116	novel_pacBioOnly_ICs	supported
Hv3	230	41518	46.9199	novel_ONTonly_ICs	supported
Hv3	230	22700	80.565	novel_pacBio+ONT_ICs	supported
Hv3	230	24498	51.3736	intergenic_ICs	supported
Hv3	230	1044	47.0694	intergenic_pacBioOnly_ICs	supported
Hv3	230	16661	46.2741	intergenic_ONTonly_ICs	supported
Hv3	230	6793	71.7848	intergenic_pacBio+ONT_ICs	supported
Hv3	231	312259	66.6369	all_ICs	supported
Hv3	231	32217	78.4346	all_pacBioOnly_ICs	supported
Hv3	231	173793	56.3919	all_ONTonly_ICs	supported
Hv3	231	106249	89.0342	all_pacBio+ONT_ICs	supported
Hv3	231	71067	56.112	novel_ICs	supported
Hv3	231	6900	69.076	novel_pacBioOnly_ICs	supported
Hv3	231	41477	46.8736	novel_ONTonly_ICs	supported
Hv3	231	22690	80.5295	novel_pacBio+ONT_ICs	supported
Hv3	231	24476	51.3274	intergenic_ICs	supported
Hv3	231	1044	47.0694	intergenic_pacBioOnly_ICs	supported
Hv3	231	16645	46.2297	intergenic_ONTonly_ICs	supported
Hv3	231	6787	71.7214	intergenic_pacBio+ONT_ICs	supported
Hv3	232	312119	66.607	all_ICs	supported
Hv3	232	32208	78.4127	all_pacBioOnly_ICs	supported
Hv3	232	173682	56.3559	all_ONTonly_ICs	supported
Hv3	232	106229	89.0175	all_pacBio+ONT_ICs	supported
Hv3	232	71016	56.0718	novel_ICs	supported
Hv3	232	6897	69.046	novel_pacBioOnly_ICs	supported
Hv3	232	41436	46.8272	novel_ONTonly_ICs	supported
Hv3	232	22683	80.5047	novel_pacBio+ONT_ICs	supported
Hv3	232	24453	51.2792	intergenic_ICs	supported
Hv3	232	1043	47.0243	intergenic_pacBioOnly_ICs	supported
Hv3	232	16627	46.1797	intergenic_ONTonly_ICs	supported
Hv3	232	6783	71.6792	intergenic_pacBio+ONT_ICs	supported
Hv3	233	311951	66.5711	all_ICs	supported
Hv3	233	32202	78.3981	all_pacBioOnly_ICs	supported
Hv3	233	173548	56.3124	all_ONTonly_ICs	supported
Hv3	233	106201	88.994	all_pacBio+ONT_ICs	supported
Hv3	233	70966	56.0323	novel_ICs	supported
Hv3	233	6895	69.0259	novel_pacBioOnly_ICs	supported
Hv3	233	41395	46.7809	novel_ONTonly_ICs	supported
Hv3	233	22676	80.4798	novel_pacBio+ONT_ICs	supported
Hv3	233	24435	51.2415	intergenic_ICs	supported
Hv3	233	1042	46.9793	intergenic_pacBioOnly_ICs	supported
Hv3	233	16614	46.1436	intergenic_ONTonly_ICs	supported
Hv3	233	6779	71.6369	intergenic_pacBio+ONT_ICs	supported
Hv3	234	311829	66.5451	all_ICs	supported
Hv3	234	32192	78.3737	all_pacBioOnly_ICs	supported
Hv3	234	173463	56.2848	all_ONTonly_ICs	supported
Hv3	234	106174	88.9714	all_pacBio+ONT_ICs	supported
Hv3	234	70923	55.9983	novel_ICs	supported
Hv3	234	6892	68.9959	novel_pacBioOnly_ICs	supported
Hv3	234	41366	46.7481	novel_ONTonly_ICs	supported
Hv3	234	22665	80.4408	novel_pacBio+ONT_ICs	supported
Hv3	234	24414	51.1974	intergenic_ICs	supported
Hv3	234	1040	46.8891	intergenic_pacBioOnly_ICs	supported
Hv3	234	16599	46.1019	intergenic_ONTonly_ICs	supported
Hv3	234	6775	71.5946	intergenic_pacBio+ONT_ICs	supported
Hv3	235	311654	66.5078	all_ICs	supported
Hv3	235	32181	78.3469	all_pacBioOnly_ICs	supported
Hv3	235	173319	56.2381	all_ONTonly_ICs	supported
Hv3	235	106154	88.9546	all_pacBio+ONT_ICs	supported
Hv3	235	70867	55.9541	novel_ICs	supported
Hv3	235	6887	68.9458	novel_pacBioOnly_ICs	supported
Hv3	235	41323	46.6995	novel_ONTonly_ICs	supported
Hv3	235	22657	80.4124	novel_pacBio+ONT_ICs	supported
Hv3	235	24389	51.145	intergenic_ICs	supported
Hv3	235	1038	46.7989	intergenic_pacBioOnly_ICs	supported
Hv3	235	16579	46.0464	intergenic_ONTonly_ICs	supported
Hv3	235	6772	71.5629	intergenic_pacBio+ONT_ICs	supported
Hv3	236	311539	66.4832	all_ICs	supported
Hv3	236	32174	78.3299	all_pacBioOnly_ICs	supported
Hv3	236	173227	56.2082	all_ONTonly_ICs	supported
Hv3	236	106138	88.9412	all_pacBio+ONT_ICs	supported
Hv3	236	70807	55.9067	novel_ICs	supported
Hv3	236	6883	68.9058	novel_pacBioOnly_ICs	supported
Hv3	236	41277	46.6475	novel_ONTonly_ICs	supported
Hv3	236	22647	80.3769	novel_pacBio+ONT_ICs	supported
Hv3	236	24366	51.0968	intergenic_ICs	supported
Hv3	236	1038	46.7989	intergenic_pacBioOnly_ICs	supported
Hv3	236	16559	45.9908	intergenic_ONTonly_ICs	supported
Hv3	236	6769	71.5312	intergenic_pacBio+ONT_ICs	supported
Hv3	237	311409	66.4555	all_ICs	supported
Hv3	237	32167	78.3128	all_pacBioOnly_ICs	supported
Hv3	237	173122	56.1742	all_ONTonly_ICs	supported
Hv3	237	106120	88.9261	all_pacBio+ONT_ICs	supported
Hv3	237	70751	55.8625	novel_ICs	supported
Hv3	237	6882	68.8958	novel_pacBioOnly_ICs	supported
Hv3	237	41230	46.5944	novel_ONTonly_ICs	supported
Hv3	237	22639	80.3485	novel_pacBio+ONT_ICs	supported
Hv3	237	24336	51.0338	intergenic_ICs	supported
Hv3	237	1037	46.7538	intergenic_pacBioOnly_ICs	supported
Hv3	237	16534	45.9214	intergenic_ONTonly_ICs	supported
Hv3	237	6765	71.489	intergenic_pacBio+ONT_ICs	supported
Hv3	238	311271	66.426	all_ICs	supported
Hv3	238	32152	78.2763	all_pacBioOnly_ICs	supported
Hv3	238	173013	56.1388	all_ONTonly_ICs	supported
Hv3	238	106106	88.9144	all_pacBio+ONT_ICs	supported
Hv3	238	70698	55.8207	novel_ICs	supported
Hv3	238	6876	68.8357	novel_pacBioOnly_ICs	supported
Hv3	238	41187	46.5458	novel_ONTonly_ICs	supported
Hv3	238	22635	80.3343	novel_pacBio+ONT_ICs	supported
Hv3	238	24316	50.9919	intergenic_ICs	supported
Hv3	238	1036	46.7087	intergenic_pacBioOnly_ICs	supported
Hv3	238	16516	45.8714	intergenic_ONTonly_ICs	supported
Hv3	238	6764	71.4784	intergenic_pacBio+ONT_ICs	supported
Hv3	239	311125	66.3949	all_ICs	supported
Hv3	239	32139	78.2447	all_pacBioOnly_ICs	supported
Hv3	239	172900	56.1021	all_ONTonly_ICs	supported
Hv3	239	106086	88.8976	all_pacBio+ONT_ICs	supported
Hv3	239	70641	55.7757	novel_ICs	supported
Hv3	239	6868	68.7556	novel_pacBioOnly_ICs	supported
Hv3	239	41147	46.5006	novel_ONTonly_ICs	supported
Hv3	239	22626	80.3024	novel_pacBio+ONT_ICs	supported
Hv3	239	24287	50.9311	intergenic_ICs	supported
Hv3	239	1034	46.6186	intergenic_pacBioOnly_ICs	supported
Hv3	239	16494	45.8103	intergenic_ONTonly_ICs	supported
Hv3	239	6759	71.4256	intergenic_pacBio+ONT_ICs	supported
Hv3	23	366494	78.2107	all_ICs	supported
Hv3	23	35999	87.6421	all_pacBioOnly_ICs	supported
Hv3	23	218535	70.9096	all_ONTonly_ICs	supported
Hv3	23	111960	93.8199	all_pacBio+ONT_ICs	supported
Hv3	23	91031	71.8749	novel_ICs	supported
Hv3	23	8168	81.7699	novel_pacBioOnly_ICs	supported
Hv3	23	57718	65.2277	novel_ONTonly_ICs	supported
Hv3	23	25145	89.2426	novel_pacBio+ONT_ICs	supported
Hv3	23	34491	72.3294	intergenic_ICs	supported
Hv3	23	1571	70.8296	intergenic_pacBioOnly_ICs	supported
Hv3	23	24885	69.1154	intergenic_ONTonly_ICs	supported
Hv3	23	8035	84.9096	intergenic_pacBio+ONT_ICs	supported
Hv3	240	310988	66.3656	all_ICs	supported
Hv3	240	32129	78.2203	all_pacBioOnly_ICs	supported
Hv3	240	172798	56.069	all_ONTonly_ICs	supported
Hv3	240	106061	88.8767	all_pacBio+ONT_ICs	supported
Hv3	240	70590	55.7354	novel_ICs	supported
Hv3	240	6864	68.7156	novel_pacBioOnly_ICs	supported
Hv3	240	41111	46.4599	novel_ONTonly_ICs	supported
Hv3	240	22615	80.2633	novel_pacBio+ONT_ICs	supported
Hv3	240	24259	50.8724	intergenic_ICs	supported
Hv3	240	1030	46.4382	intergenic_pacBioOnly_ICs	supported
Hv3	240	16476	45.7603	intergenic_ONTonly_ICs	supported
Hv3	240	6753	71.3621	intergenic_pacBio+ONT_ICs	supported
Hv3	241	310865	66.3394	all_ICs	supported
Hv3	241	32115	78.1862	all_pacBioOnly_ICs	supported
Hv3	241	172699	56.0369	all_ONTonly_ICs	supported
Hv3	241	106051	88.8683	all_pacBio+ONT_ICs	supported
Hv3	241	70548	55.7022	novel_ICs	supported
Hv3	241	6861	68.6856	novel_pacBioOnly_ICs	supported
Hv3	241	41076	46.4204	novel_ONTonly_ICs	supported
Hv3	241	22611	80.2491	novel_pacBio+ONT_ICs	supported
Hv3	241	24240	50.8325	intergenic_ICs	supported
Hv3	241	1028	46.3481	intergenic_pacBioOnly_ICs	supported
Hv3	241	16461	45.7187	intergenic_ONTonly_ICs	supported
Hv3	241	6751	71.341	intergenic_pacBio+ONT_ICs	supported
Hv3	242	310724	66.3093	all_ICs	supported
Hv3	242	32099	78.1473	all_pacBioOnly_ICs	supported
Hv3	242	172592	56.0022	all_ONTonly_ICs	supported
Hv3	242	106033	88.8532	all_pacBio+ONT_ICs	supported
Hv3	242	70490	55.6564	novel_ICs	supported
Hv3	242	6856	68.6355	novel_pacBioOnly_ICs	supported
Hv3	242	41026	46.3639	novel_ONTonly_ICs	supported
Hv3	242	22608	80.2385	novel_pacBio+ONT_ICs	supported
Hv3	242	24218	50.7864	intergenic_ICs	supported
Hv3	242	1026	46.2579	intergenic_pacBioOnly_ICs	supported
Hv3	242	16442	45.6659	intergenic_ONTonly_ICs	supported
Hv3	242	6750	71.3304	intergenic_pacBio+ONT_ICs	supported
Hv3	243	310595	66.2818	all_ICs	supported
Hv3	243	32090	78.1254	all_pacBioOnly_ICs	supported
Hv3	243	172493	55.9701	all_ONTonly_ICs	supported
Hv3	243	106012	88.8356	all_pacBio+ONT_ICs	supported
Hv3	243	70454	55.628	novel_ICs	supported
Hv3	243	6854	68.6155	novel_pacBioOnly_ICs	supported
Hv3	243	40999	46.3334	novel_ONTonly_ICs	supported
Hv3	243	22601	80.2137	novel_pacBio+ONT_ICs	supported
Hv3	243	24201	50.7507	intergenic_ICs	supported
Hv3	243	1025	46.2128	intergenic_pacBioOnly_ICs	supported
Hv3	243	16428	45.627	intergenic_ONTonly_ICs	supported
Hv3	243	6748	71.3093	intergenic_pacBio+ONT_ICs	supported
Hv3	244	310478	66.2568	all_ICs	supported
Hv3	244	32081	78.1035	all_pacBioOnly_ICs	supported
Hv3	244	172406	55.9418	all_ONTonly_ICs	supported
Hv3	244	105991	88.818	all_pacBio+ONT_ICs	supported
Hv3	244	70407	55.5909	novel_ICs	supported
Hv3	244	6852	68.5955	novel_pacBioOnly_ICs	supported
Hv3	244	40964	46.2938	novel_ONTonly_ICs	supported
Hv3	244	22591	80.1782	novel_pacBio+ONT_ICs	supported
Hv3	244	24178	50.7025	intergenic_ICs	supported
Hv3	244	1024	46.1677	intergenic_pacBioOnly_ICs	supported
Hv3	244	16411	45.5798	intergenic_ONTonly_ICs	supported
Hv3	244	6743	71.2565	intergenic_pacBio+ONT_ICs	supported
Hv3	245	310355	66.2305	all_ICs	supported
Hv3	245	32074	78.0864	all_pacBioOnly_ICs	supported
Hv3	245	172301	55.9078	all_ONTonly_ICs	supported
Hv3	245	105980	88.8088	all_pacBio+ONT_ICs	supported
Hv3	245	70362	55.5554	novel_ICs	supported
Hv3	245	6850	68.5754	novel_pacBioOnly_ICs	supported
Hv3	245	40924	46.2486	novel_ONTonly_ICs	supported
Hv3	245	22588	80.1675	novel_pacBio+ONT_ICs	supported
Hv3	245	24155	50.6543	intergenic_ICs	supported
Hv3	245	1023	46.1226	intergenic_pacBioOnly_ICs	supported
Hv3	245	16389	45.5187	intergenic_ONTonly_ICs	supported
Hv3	245	6743	71.2565	intergenic_pacBio+ONT_ICs	supported
Hv3	246	310192	66.1958	all_ICs	supported
Hv3	246	32063	78.0596	all_pacBioOnly_ICs	supported
Hv3	246	172180	55.8685	all_ONTonly_ICs	supported
Hv3	246	105949	88.7828	all_pacBio+ONT_ICs	supported
Hv3	246	70306	55.5112	novel_ICs	supported
Hv3	246	6846	68.5354	novel_pacBioOnly_ICs	supported
Hv3	246	40879	46.1977	novel_ONTonly_ICs	supported
Hv3	246	22581	80.1427	novel_pacBio+ONT_ICs	supported
Hv3	246	24126	50.5935	intergenic_ICs	supported
Hv3	246	1021	46.0325	intergenic_pacBioOnly_ICs	supported
Hv3	246	16365	45.452	intergenic_ONTonly_ICs	supported
Hv3	246	6740	71.2248	intergenic_pacBio+ONT_ICs	supported
Hv3	247	310064	66.1684	all_ICs	supported
Hv3	247	32057	78.045	all_pacBioOnly_ICs	supported
Hv3	247	172077	55.8351	all_ONTonly_ICs	supported
Hv3	247	105930	88.7669	all_pacBio+ONT_ICs	supported
Hv3	247	70253	55.4693	novel_ICs	supported
Hv3	247	6845	68.5254	novel_pacBioOnly_ICs	supported
Hv3	247	40840	46.1537	novel_ONTonly_ICs	supported
Hv3	247	22568	80.0965	novel_pacBio+ONT_ICs	supported
Hv3	247	24093	50.5243	intergenic_ICs	supported
Hv3	247	1021	46.0325	intergenic_pacBioOnly_ICs	supported
Hv3	247	16338	45.377	intergenic_ONTonly_ICs	supported
Hv3	247	6734	71.1614	intergenic_pacBio+ONT_ICs	supported
Hv3	248	309928	66.1394	all_ICs	supported
Hv3	248	32043	78.011	all_pacBioOnly_ICs	supported
Hv3	248	171972	55.801	all_ONTonly_ICs	supported
Hv3	248	105913	88.7527	all_pacBio+ONT_ICs	supported
Hv3	248	70211	55.4362	novel_ICs	supported
Hv3	248	6844	68.5154	novel_pacBioOnly_ICs	supported
Hv3	248	40805	46.1141	novel_ONTonly_ICs	supported
Hv3	248	22562	80.0752	novel_pacBio+ONT_ICs	supported
Hv3	248	24073	50.4823	intergenic_ICs	supported
Hv3	248	1020	45.9874	intergenic_pacBioOnly_ICs	supported
Hv3	248	16324	45.3381	intergenic_ONTonly_ICs	supported
Hv3	248	6729	71.1085	intergenic_pacBio+ONT_ICs	supported
Hv3	249	309794	66.1108	all_ICs	supported
Hv3	249	32038	77.9988	all_pacBioOnly_ICs	supported
Hv3	249	171868	55.7673	all_ONTonly_ICs	supported
Hv3	249	105888	88.7317	all_pacBio+ONT_ICs	supported
Hv3	249	70157	55.3935	novel_ICs	supported
Hv3	249	6843	68.5054	novel_pacBioOnly_ICs	supported
Hv3	249	40760	46.0633	novel_ONTonly_ICs	supported
Hv3	249	22554	80.0468	novel_pacBio+ONT_ICs	supported
Hv3	249	24045	50.4236	intergenic_ICs	supported
Hv3	249	1019	45.9423	intergenic_pacBioOnly_ICs	supported
Hv3	249	16301	45.2743	intergenic_ONTonly_ICs	supported
Hv3	249	6725	71.0663	intergenic_pacBio+ONT_ICs	supported
Hv3	24	365786	78.0597	all_ICs	supported
Hv3	24	35956	87.5374	all_pacBioOnly_ICs	supported
Hv3	24	217928	70.7127	all_ONTonly_ICs	supported
Hv3	24	111902	93.7713	all_pacBio+ONT_ICs	supported
Hv3	24	90798	71.6909	novel_ICs	supported
Hv3	24	8151	81.5998	novel_pacBioOnly_ICs	supported
Hv3	24	57521	65.005	novel_ONTonly_ICs	supported
Hv3	24	25126	89.1752	novel_pacBio+ONT_ICs	supported
Hv3	24	34381	72.0987	intergenic_ICs	supported
Hv3	24	1565	70.5591	intergenic_pacBioOnly_ICs	supported
Hv3	24	24789	68.8488	intergenic_ONTonly_ICs	supported
Hv3	24	8027	84.8251	intergenic_pacBio+ONT_ICs	supported
Hv3	250	309655	66.0812	all_ICs	supported
Hv3	250	32027	77.972	all_pacBioOnly_ICs	supported
Hv3	250	171758	55.7316	all_ONTonly_ICs	supported
Hv3	250	105870	88.7166	all_pacBio+ONT_ICs	supported
Hv3	250	70101	55.3493	novel_ICs	supported
Hv3	250	6837	68.4453	novel_pacBioOnly_ICs	supported
Hv3	250	40715	46.0124	novel_ONTonly_ICs	supported
Hv3	250	22549	80.0291	novel_pacBio+ONT_ICs	supported
Hv3	250	24028	50.388	intergenic_ICs	supported
Hv3	250	1018	45.8972	intergenic_pacBioOnly_ICs	supported
Hv3	250	16286	45.2326	intergenic_ONTonly_ICs	supported
Hv3	250	6724	71.0557	intergenic_pacBio+ONT_ICs	supported
